Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2026-01-01 00:00:00,94.0,141.25,18.75,17.0,27.75,25.0,4.67,0.33,10.0,4.0,7.67,0.0,NA,0.0,0.0,NA,95.0,1.0,74.5,NA,NA,44.25,747.0,0.5
2026-01-01 01:00:00,74.5,124.75,19.75,16.0,28.25,24.75,2.25,0.0,11.25,3.25,6.0,0.0,NA,0.0,0.0,NA,95.0,1.0,80.75,NA,NA,45.0,746.0,0.75
2026-01-01 02:00:00,70.5,132.75,20.0,15.5,27.5,24.25,6.67,1.0,12.75,3.5,0.75,0.0,NA,0.0,0.0,NA,95.0,1.0,73.0,NA,NA,48.0,746.0,0.75
2026-01-01 03:00:00,69.25,138.0,19.75,15.0,27.25,24.0,4.75,0.75,12.0,4.75,6.0,0.0,NA,0.75,0.5,NA,95.0,1.0,79.0,NA,NA,51.25,746.0,0.0
2026-01-01 04:00:00,72.25,132.75,19.75,15.5,27.75,24.5,4.67,0.0,13.25,5.0,8.25,0.0,NA,1.0,1.0,NA,95.0,0.0,147.5,NA,NA,68.5,746.25,0.0
2026-01-01 05:00:00,74.0,147.0,20.5,16.5,28.75,25.75,3.0,0.0,14.0,3.25,10.75,0.0,NA,1.0,1.5,NA,95.0,0.75,137.0,NA,NA,104.0,747.0,0.0
2026-01-01 06:00:00,72.5,142.75,21.25,15.75,29.25,25.75,5.0,0.0,14.25,2.0,13.0,0.0,NA,1.0,2.0,NA,95.0,0.75,82.25,NA,NA,140.75,747.5,0.0
2026-01-01 07:00:00,76.75,149.5,20.75,17.0,28.75,26.75,4.75,0.0,15.75,2.0,12.75,0.0,NA,1.0,2.0,NA,95.0,0.75,50.5,NA,NA,134.0,748.5,0.0
2026-01-01 08:00:00,89.25,174.0,19.25,17.0,28.5,25.75,5.67,1.0,18.0,2.0,13.0,0.0,NA,1.0,2.0,NA,95.0,1.0,108.0,NA,NA,115.25,749.25,0.0
2026-01-01 09:00:00,96.5,170.0,20.0,17.0,28.5,26.0,5.0,0.75,21.5,2.25,12.5,0.25,NA,1.0,2.0,NA,88.5,1.0,128.5,NA,NA,192.25,750.25,0.5
2026-01-01 10:00:00,99.0,171.25,19.0,18.0,28.0,25.5,5.33,0.0,35.0,3.0,10.25,1.0,NA,2.0,1.25,NA,72.75,0.5,90.25,NA,NA,332.25,750.0,1.0
2026-01-01 11:00:00,97.25,186.75,22.0,17.5,30.5,28.5,5.5,0.0,44.25,3.0,10.5,1.0,NA,2.0,1.25,NA,64.0,0.75,97.75,NA,NA,280.5,749.25,0.5
2026-01-01 12:00:00,89.75,208.75,29.0,18.25,36.5,34.75,4.67,1.0,45.75,3.0,10.5,1.0,NA,2.0,1.0,NA,58.75,0.25,237.0,NA,NA,400.5,748.25,0.0
2026-01-01 13:00:00,90.75,198.75,17.25,16.5,25.75,23.25,2.75,1.0,50.0,3.0,10.75,1.0,NA,2.0,1.0,NA,48.0,0.25,160.75,NA,NA,370.0,747.0,0.0
2026-01-01 14:00:00,101.0,168.75,10.5,24.0,21.0,18.25,6.67,0.0,53.0,3.0,11.0,0.75,NA,2.0,1.25,NA,47.5,0.0,93.75,NA,NA,157.25,746.5,0.0
2026-01-01 15:00:00,106.75,162.0,18.25,29.0,27.5,24.75,6.25,0.0,40.25,3.0,13.25,0.0,NA,2.0,2.0,NA,50.25,0.0,342.0,NA,NA,101.0,746.0,0.0
2026-01-01 16:00:00,103.5,164.75,19.5,28.5,28.25,26.0,3.67,0.67,38.5,3.0,13.5,0.25,NA,2.0,2.0,NA,59.0,0.25,175.5,NA,NA,52.25,746.0,0.0
